,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RAMBO:PM25,AUT:PM25,RUR_S:PM25,BOB:PM25,GEN:PM25,VITRY:PM25,A1:PM25,PA04C:PM25,BP_EST:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Rambouillet,Boulevard Péripherique Auteuil,Zone Rurale Sud - Bois Herpin,BOBIGNY,GENNEVILLIERS,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Paris Centre,Boulevard Périphérique Est,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RAMBO,AUT,RUR_S,BOB,GEN,VITRY,A1,PA04C,BP_EST,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2019/01/05 21:00:00+00,,28.900000,19.900000,13.100000,23.300000,25.300000,22.200000,13.800000,16.600000,22.200000,17.200000,25.100000,27.100000,18.500000,121
2019/01/05 22:00:00+00,,19.200000,20,21,24.900000,21.600000,28.700000,21.500000,22.300000,23.500000,23.300000,22.900000,27.200000,22.300000,122
2019/01/05 23:00:00+00,,25.100000,26.700000,16.600000,23.700000,21.800000,31.400000,16.300000,25.700000,26,17.900000,25.800000,28.100000,21,123
2019/01/06 00:00:00+00,,21.500000,25.900000,22.100000,27.700000,21.200000,30.700000,18.500000,22.100000,28.800000,22.600000,26.200000,27.800000,26.700000,124
2019/01/06 01:00:00+00,,23.600000,27,15.700000,25.400000,23.300000,32.100000,18.100000,20.400000,30.400000,19.400000,24.100000,28.400000,24.100000,125
2019/01/06 02:00:00+00,,25.200000,23.200000,14.500000,26.300000,16,35.500000,24.600000,25.400000,28,23.200000,22.900000,27.200000,24.600000,126
2019/01/06 03:00:00+00,,20.700000,14.800000,22.500000,25.600000,15.200000,25,22.700000,19.400000,29,30.300000,20,30.200000,26,127
2019/01/06 04:00:00+00,,19.200000,12.400000,15.400000,13.800000,15.400000,19.600000,21.300000,14.500000,26.100000,18.200000,14.200000,26.400000,19.400000,128
2019/01/06 05:00:00+00,,15.800000,11.200000,19,17,18.700000,19.600000,16.800000,13.200000,17.600000,12.500000,18.200000,19.800000,18.600000,129
2019/01/06 06:00:00+00,,17.400000,9.500000,14.100000,16,16.400000,19.800000,19.300000,13.400000,16.300000,17,16.500000,17.700000,11.500000,130
2019/01/06 07:00:00+00,,11.100000,16.200000,15.700000,15.400000,16.700000,21.200000,12.100000,13,18.600000,19.100000,28.200000,17.600000,14.700000,131
2019/01/06 08:00:00+00,,19.400000,18,14.800000,25.500000,19.200000,25.700000,17.200000,17.500000,22.900000,18.400000,31,20.600000,18.600000,132
2019/01/06 09:00:00+00,,16.900000,17.800000,10,23.100000,22.300000,29,18,26.400000,23.100000,21.200000,31,25.200000,20,133
2019/01/06 10:00:00+00,,19.400000,21.900000,8.200000,28.700000,15.100000,26.700000,18.800000,19.300000,20.800000,26.200000,31.900000,22.600000,23.100000,134
2019/01/06 11:00:00+00,,24.400000,16.300000,15.800000,25.700000,20,23.700000,14.200000,14,20.400000,19.900000,26.700000,23.800000,20.700000,135
2019/01/06 12:00:00+00,,25.900000,20.200000,18.400000,20.400000,18.200000,24.400000,15.100000,18.200000,24.400000,25,28.400000,23.300000,17.900000,136
2019/01/06 13:00:00+00,,23.100000,19.300000,14.800000,16.200000,22.300000,25.600000,12,16.800000,23.200000,17.700000,31.800000,20.800000,17.400000,137
2019/01/06 14:00:00+00,,27.300000,17,13.700000,19.400000,18,28.500000,13.300000,20.900000,24.700000,19.600000,29.200000,19.600000,16.200000,138
2019/01/06 15:00:00+00,,27.400000,11.700000,17.300000,22.900000,20.500000,25.800000,13.600000,20.600000,23.800000,17.700000,32.200000,18.800000,14,139
2019/01/06 16:00:00+00,,31.600000,12.500000,14.600000,23.100000,21.500000,27.400000,13.400000,21,23.800000,19.800000,32.500000,21.900000,19.400000,140
2019/01/06 17:00:00+00,,28,13.600000,15,29.200000,22.900000,29.500000,15.600000,14.900000,23.200000,23.400000,34.200000,23.600000,18.100000,141
2019/01/06 18:00:00+00,,37.100000,21.300000,16,29.800000,22.800000,34.900000,16.600000,20.400000,28.400000,21.500000,33.500000,24.600000,20.200000,142
2019/01/06 19:00:00+00,,34.800000,14.900000,25.900000,24,28.200000,36.400000,18.700000,21.900000,29,25.200000,38.100000,26.200000,21.700000,143
2019/01/06 20:00:00+00,,32.500000,21,26.300000,34.200000,24.700000,35.200000,18.200000,26.700000,31.500000,25.600000,37.500000,26.300000,22.300000,144
2019/01/06 21:00:00+00,,34.100000,18.800000,18.100000,42.900000,30.700000,36.900000,18.600000,21.100000,34.800000,25.900000,43.300000,28.500000,22.700000,145
2019/01/06 22:00:00+00,,29.200000,21.200000,24.200000,43,32.800000,39.200000,19,25.100000,35,33.500000,39.100000,28,29.400000,146
2019/01/06 23:00:00+00,,31.200000,27.500000,19.800000,40.900000,19.900000,34.800000,20.600000,25.100000,35.200000,33,38.200000,29.500000,37.400000,147
2019/01/07 00:00:00+00,,33,22.900000,19.500000,35.200000,21.500000,32.200000,18,28.300000,34.100000,28.100000,24.600000,28.900000,27.900000,148
2019/01/07 01:00:00+00,,34,18.400000,18.100000,28.200000,14.400000,31.300000,20.500000,25.600000,31.700000,23.500000,23.300000,27.400000,29.300000,149
2019/01/07 02:00:00+00,,24.800000,15.800000,21.100000,30.700000,11.800000,26.400000,17.300000,20.900000,26.600000,25.100000,27.500000,27.900000,27.700000,150
2019/01/07 03:00:00+00,,32.600000,13.500000,19.800000,29.900000,10.700000,21.400000,21.500000,18.500000,25.500000,20.300000,23.900000,24.500000,22.100000,151
2019/01/07 04:00:00+00,,24.400000,16.500000,20.100000,18.700000,17,24.400000,19.900000,19.100000,23.700000,18.700000,16.500000,22.300000,21.200000,152
2019/01/07 05:00:00+00,,28.700000,14.400000,20.700000,21.300000,10.300000,23.700000,20.400000,20.200000,21.400000,19.800000,18.500000,20.900000,15.600000,153
2019/01/07 06:00:00+00,,32.500000,13.800000,23.200000,18.400000,17.700000,26.500000,26.300000,14.800000,19.600000,18.800000,25.600000,20.500000,18.500000,154
2019/01/07 07:00:00+00,,39.100000,17.800000,21.400000,17.800000,16.500000,32.100000,19.200000,19.700000,21.700000,20.700000,24.300000,18.900000,17.300000,155
2019/01/07 08:00:00+00,,36.400000,13.800000,26.700000,24.400000,25.700000,26.100000,19.500000,15.100000,20.500000,14.800000,28.100000,17.600000,25.200000,156
2019/01/07 09:00:00+00,,35.400000,11.300000,24.600000,20.800000,15.700000,27.700000,20.200000,21.900000,21,20.600000,29,18.600000,25.200000,157
2019/01/07 10:00:00+00,,34.900000,10.300000,28.400000,16.500000,10.900000,27.600000,15,19.400000,19.700000,17.700000,29.800000,18,14,158
2019/01/07 11:00:00+00,,31,9.300000,26.200000,25.200000,12,21.500000,16.200000,17,19.800000,15,33.100000,,15.500000,159
2019/01/07 12:00:00+00,,32.700000,10.200000,25.800000,22.500000,10.200000,21.500000,10.400000,14.400000,21.100000,11.600000,29.600000,,14.300000,160
2019/01/07 13:00:00+00,,22.200000,11.400000,27.900000,19.600000,5.900000,20,9.400000,8.700000,17.300000,16,29,,17.300000,161
2019/01/07 14:00:00+00,,19.500000,9.100000,18.700000,18.900000,7.400000,13.900000,7.100000,10.600000,14,10.800000,22.700000,17.600000,12.500000,162
2019/01/07 15:00:00+00,,21.200000,11.500000,8.300000,18.600000,8.600000,15.200000,6.200000,10.200000,11.500000,12.300000,24.400000,13.100000,12.800000,163
2019/01/07 16:00:00+00,,18.500000,12,6.900000,9.900000,10.200000,13.700000,5.900000,14.100000,11.500000,10.500000,28.900000,11.200000,12.200000,164
2019/01/07 17:00:00+00,,15.100000,14.800000,6.700000,16.600000,8.100000,18.800000,6,10.200000,10.700000,8.100000,21.900000,11.500000,13.300000,165
2019/01/07 18:00:00+00,,10.900000,13.800000,4.900000,11,15.500000,16.800000,4.700000,11.800000,10.400000,8.700000,26.300000,13.400000,15.500000,166
2019/01/07 19:00:00+00,,18.800000,10.200000,12.700000,9.200000,15.900000,14.700000,7.500000,8.700000,11.700000,11.900000,21.300000,13.600000,16.700000,167
2019/01/07 20:00:00+00,,13.100000,7.800000,12.200000,14.100000,15.300000,17.500000,8.400000,8,13.100000,16.100000,19.800000,13.800000,11.600000,168
2019/01/07 21:00:00+00,,13.900000,9.700000,10.100000,14.200000,13.100000,10.100000,8.600000,10.200000,12.200000,14,14.800000,15.700000,8.500000,169
2019/01/07 22:00:00+00,,13.700000,9.400000,9,12.300000,13,13.900000,11.800000,8.200000,10.600000,15,11.800000,18.900000,12.700000,170
2019/01/07 23:00:00+00,,10.600000,9.900000,8.900000,11.800000,14.300000,12.400000,10.500000,5.900000,11.900000,12.600000,16.100000,14.200000,9.300000,171
2019/01/08 00:00:00+00,,14.800000,9.200000,10.900000,11.900000,11.100000,12.800000,10.800000,6.800000,12.500000,10,15.400000,11.500000,8.100000,172
2019/01/08 01:00:00+00,,14.100000,7.200000,10.600000,11.600000,16.100000,9.500000,11.100000,10.300000,10.200000,8.500000,8.400000,10.500000,7.300000,173
2019/01/08 02:00:00+00,,13.400000,4.300000,17.500000,12.500000,7.100000,14.600000,15.600000,9.800000,7.300000,10.400000,10.500000,9.900000,4.800000,174
2019/01/08 03:00:00+00,,12.500000,6.100000,15.700000,8.500000,10.100000,10,13.300000,8.800000,7.100000,8,7.700000,9.300000,4.500000,175
2019/01/08 04:00:00+00,,10.300000,6.800000,16.600000,9.900000,8.800000,5.700000,9.600000,4.800000,6.200000,6.200000,7.400000,7.200000,4.800000,176
2019/01/08 05:00:00+00,,8.300000,6.100000,11.600000,6.800000,5.700000,6.500000,8.200000,4.200000,6.200000,5.900000,8.700000,6.300000,5.800000,177
2019/01/08 06:00:00+00,,9.800000,5.400000,9,6.300000,4.200000,8,6.500000,7.800000,7.800000,6.500000,13.700000,5.100000,6.800000,178
2019/01/08 07:00:00+00,,8,7.300000,7.300000,11.100000,4.600000,17.100000,6.200000,7.900000,7.100000,7.800000,16.500000,7.700000,10.300000,179
2019/01/08 08:00:00+00,,17,6.900000,7.200000,12.200000,11.200000,7.900000,6.700000,5.800000,9.500000,11.400000,19.900000,8.700000,8.900000,180
2019/01/08 09:00:00+00,,10.700000,15.100000,4.800000,8.200000,8.100000,10.900000,6.500000,4,8.800000,10.600000,13.200000,9.400000,12.500000,181
2019/01/08 10:00:00+00,,7.200000,14.300000,8.400000,4.100000,6.400000,15.400000,8.800000,4.300000,7.100000,7.800000,16.100000,10.200000,10.100000,182
2019/01/08 11:00:00+00,,6.600000,12.900000,7.900000,4.500000,4.800000,12.800000,6.300000,5.500000,8.900000,,15.300000,9.800000,8.200000,183
2019/01/08 12:00:00+00,,8.900000,10.300000,5.700000,6.200000,5.500000,11.700000,4.800000,4.700000,7.600000,,7.300000,9.300000,8.800000,184
2019/01/08 13:00:00+00,,7.900000,6,6,8,8.200000,9.200000,3.300000,3.900000,8.800000,,9.300000,11,5.700000,185
2019/01/08 14:00:00+00,,6.500000,5.700000,6.900000,8.200000,8.100000,9.800000,3.700000,6.600000,6.600000,,11.200000,8.900000,8.600000,186
2019/01/08 15:00:00+00,,6.300000,3.800000,4.600000,8.200000,8.100000,9.400000,5.100000,6.400000,7.200000,,9.800000,7.800000,8.100000,187
2019/01/08 16:00:00+00,,9.300000,4.700000,3.900000,5.600000,5.700000,12.200000,2.500000,5.500000,7.200000,,6.100000,6.600000,8,188
2019/01/08 17:00:00+00,,9.300000,7.100000,3.700000,4,7.100000,14.600000,1.700000,9.100000,7.800000,,6.100000,6,6.600000,189
2019/01/08 18:00:00+00,,11,5.600000,7.100000,12.300000,9.500000,16.200000,3.800000,11.200000,8.600000,,7.600000,9.800000,5.400000,190
2019/01/08 19:00:00+00,,11.300000,7.700000,6.500000,10.100000,10.300000,17.600000,2.500000,9,9.500000,,17.600000,10.600000,12.500000,191
2019/01/08 20:00:00+00,,18.800000,10.300000,5.400000,15.800000,8.600000,19.700000,4,11.600000,10.900000,,15,15.100000,13.700000,192
2019/01/08 21:00:00+00,,14.400000,10.300000,4.600000,14.200000,9.100000,20.700000,8.200000,11.500000,10.800000,,16.800000,12.700000,11.800000,193
2019/01/08 22:00:00+00,,13.600000,7.900000,7.600000,16.600000,9.300000,16.600000,11.300000,9.400000,10.600000,,20.300000,13.900000,10.700000,194
2019/01/08 23:00:00+00,,13.100000,5.600000,9.200000,13.500000,9.800000,15.600000,9.300000,8.500000,10.900000,,10.200000,11.400000,12.300000,195
2019/01/09 00:00:00+00,,11.400000,10.300000,10.100000,11.700000,12.200000,10.100000,10.200000,9.900000,9.700000,,10.600000,10.900000,8.800000,196
2019/01/09 01:00:00+00,,8.200000,9.600000,12.200000,11,13.100000,12,8.200000,7.800000,7.600000,,8.700000,8.700000,8.100000,197
2019/01/09 02:00:00+00,,6.900000,6.900000,9.100000,10.600000,9.300000,9.100000,9.500000,4.100000,7.500000,,7.500000,8.500000,8.100000,198
2019/01/09 03:00:00+00,,6.600000,4.800000,6.800000,8.400000,9.100000,6.300000,8.300000,5.400000,6.900000,,5,7.800000,6.200000,199
2019/01/09 04:00:00+00,,8.400000,5.400000,8.500000,8,10,4.500000,8.800000,7.400000,8.900000,,9.400000,7,6.500000,200
2019/01/09 05:00:00+00,,10.600000,5.100000,4.900000,9.900000,10,10.500000,8.400000,7.400000,7.800000,,8.900000,7.800000,5.900000,201
2019/01/09 06:00:00+00,,6.800000,2.800000,2.900000,7.900000,8.300000,12.200000,6.800000,7.200000,6.200000,,13.800000,7.700000,4.800000,202
2019/01/09 07:00:00+00,,4.800000,2.800000,4.600000,6.100000,9.400000,16.500000,3,4.900000,7,,10.400000,7.800000,6.600000,203
2019/01/09 08:00:00+00,,6.300000,5.500000,6,7.300000,7.800000,18.800000,4.600000,5.200000,6.100000,,6.600000,7.700000,6.200000,204
2019/01/09 09:00:00+00,,14.700000,10.200000,5.500000,7.400000,9.100000,14.800000,5.600000,5.600000,6.100000,,9.100000,6.600000,6.100000,205
2019/01/09 10:00:00+00,,12.600000,7.400000,11.500000,8.400000,13.200000,,3.500000,7.300000,8.800000,,7.900000,9.800000,5.400000,206
2019/01/09 11:00:00+00,,9.700000,5.900000,9.100000,11.100000,8,,4.400000,7.100000,10.600000,,9.300000,9.700000,6.400000,207
2019/01/09 12:00:00+00,,9,4.500000,7.800000,8.700000,5.400000,13.200000,5,10.600000,8.100000,,8.600000,11,10.400000,208
2019/01/09 13:00:00+00,,7.300000,6.400000,8.600000,8.800000,7.300000,11.400000,4.300000,7.700000,8.100000,,11.600000,9.500000,7.900000,209
2019/01/09 14:00:00+00,,9.600000,5.500000,5.800000,10,7.600000,11.700000,4.900000,7.500000,8.900000,,9.900000,9.600000,7.800000,210
2019/01/09 15:00:00+00,,14.500000,4.700000,6.900000,9.800000,6.400000,15.700000,9.300000,8.500000,6.900000,,10.300000,8.400000,8,211
2019/01/09 16:00:00+00,,10.600000,4,4.900000,7,6.400000,7.100000,6.500000,4.700000,3.800000,,6.800000,6.800000,6.300000,212
2019/01/09 17:00:00+00,,12.600000,3.200000,6.900000,6.300000,11.500000,16.100000,5.500000,3,6,,5.800000,8.400000,6.600000,213
2019/01/09 18:00:00+00,,12.800000,4.900000,4.700000,7.600000,12.100000,17.600000,3.700000,6.400000,8,,12.300000,8.300000,5.400000,214
2019/01/09 19:00:00+00,,10.500000,6.700000,4.600000,9.100000,9.500000,15.900000,2.900000,7.600000,6.500000,,13,11.300000,7.400000,215
2019/01/09 20:00:00+00,,16.800000,7.600000,11.300000,8.200000,8.200000,18.600000,6.600000,8.700000,6.900000,,9.700000,12.600000,8.600000,216
2019/01/09 21:00:00+00,,11.200000,4.800000,6.200000,6,10.900000,12.800000,6.800000,7.800000,7.200000,,11.100000,13.800000,8.700000,217
2019/01/09 22:00:00+00,,9.900000,6.700000,9.500000,8.700000,8.500000,20.500000,9.700000,6.900000,8.300000,,8.100000,11.400000,7.100000,218
2019/01/09 23:00:00+00,,10.600000,7.400000,7.600000,8.100000,4.800000,23.700000,9.400000,7.300000,8.700000,,8.900000,12.200000,6.700000,219
2019/01/10 00:00:00+00,,8.700000,5.800000,9.400000,8.600000,6.100000,16.200000,7.900000,6.800000,7.300000,,7.500000,11.200000,8.600000,220
2019/01/10 01:00:00+00,,9.100000,5.800000,6.600000,8,7.200000,9.500000,7.600000,7.900000,6.300000,,4.500000,7.800000,9.300000,221
2019/01/10 02:00:00+00,,8,8,5.100000,10.100000,7.800000,8.600000,8.200000,7.400000,7.900000,,6.800000,7.200000,6,222
2019/01/10 03:00:00+00,,10.600000,6.600000,7.800000,10.200000,8.600000,8.100000,6.900000,5,8.400000,,6.900000,8.700000,5.100000,223
2019/01/10 04:00:00+00,,7.100000,6.300000,6.500000,10.700000,8.200000,10,8.400000,6.900000,7.400000,,6,8.300000,4.900000,224
2019/01/10 05:00:00+00,,8.100000,10.600000,4.700000,6.800000,5.900000,12.800000,8,4.800000,6.800000,,8.400000,8.500000,8.600000,225
2019/01/10 06:00:00+00,,7.200000,7,5.500000,7.100000,6.500000,19.500000,8,6.100000,9.600000,,15,8.200000,11.200000,226
2019/01/10 07:00:00+00,,6.800000,6.700000,5.300000,7.200000,6.100000,25.200000,11.800000,6.300000,11.100000,,18.800000,9.900000,10.800000,227
2019/01/10 08:00:00+00,,11.300000,8.300000,3.900000,12.600000,7.300000,14.100000,13,4.900000,12.300000,,17.800000,9,16.100000,228
2019/01/10 09:00:00+00,,18.400000,9.800000,6.700000,12.700000,6.300000,14.200000,9.200000,5.800000,14.500000,,13.900000,13.400000,13.500000,229
2019/01/10 10:00:00+00,,14.300000,9.600000,7.700000,10.900000,12.600000,18.900000,8.400000,6,14.200000,,19.900000,9.900000,13.900000,230
2019/01/10 11:00:00+00,,16.200000,6.600000,8,10.700000,12.800000,22.900000,10.300000,7.700000,12.400000,,17.900000,13.600000,16.100000,231
2019/01/10 12:00:00+00,,16.200000,4.300000,11.800000,13,7.300000,26.200000,8.900000,8.800000,14.300000,12.200000,15.200000,11.800000,16.700000,232
2019/01/10 13:00:00+00,,15.200000,7.300000,7.300000,10.800000,7.600000,21.300000,13.600000,7,12.800000,10.800000,16.300000,14.200000,8.500000,233
2019/01/10 14:00:00+00,,9.700000,7.600000,3.600000,9.400000,8.800000,16,9.200000,11.400000,,9.100000,12.500000,12.600000,9.400000,234
2019/01/10 15:00:00+00,,10,7.100000,5.300000,8.200000,7.100000,13,6.600000,8.700000,,8.400000,16.900000,9.500000,9.600000,235
2019/01/10 16:00:00+00,,10.100000,5.900000,8.600000,8,7.800000,15.300000,5.800000,6.700000,,6.700000,12,10,9.700000,236
2019/01/10 17:00:00+00,,8.800000,6.900000,8.200000,12.400000,12.100000,15.900000,6.900000,7.600000,,10.300000,16.800000,9,10.100000,237
2019/01/10 18:00:00+00,,15.300000,6.700000,7,10.600000,15.400000,19.400000,13,10.300000,,8.500000,15.600000,8.700000,10.100000,238
2019/01/10 19:00:00+00,,16.100000,12.300000,6.400000,14.500000,15.800000,13.700000,11.900000,11.500000,,7.500000,15,11.200000,17.500000,239
2019/01/10 20:00:00+00,,15.400000,12.700000,6.600000,16.800000,19.900000,15,11.500000,12.400000,,11.200000,18.400000,12.500000,9.500000,240
2019/01/10 21:00:00+00,,23.400000,18.900000,7.700000,8.300000,17.500000,8.700000,12.100000,11.100000,,7.800000,17.900000,13.400000,10.500000,241
2019/01/10 22:00:00+00,,28.500000,16.100000,5.200000,6.500000,16.900000,9.800000,12.100000,8.800000,,10.800000,9.600000,10.300000,10.900000,242
2019/01/10 23:00:00+00,,35.500000,22.500000,5.100000,12.100000,17.900000,11.800000,14.500000,7.700000,,11.400000,12.500000,6.800000,9.600000,243
2019/01/11 00:00:00+00,,27.700000,12.200000,17,13.800000,18.200000,12.400000,14.600000,6.900000,,8.100000,10.100000,6.900000,9.600000,244
2019/01/11 01:00:00+00,,23.200000,11.200000,18.400000,15.600000,17.300000,25.500000,19.400000,7.500000,,7,8.600000,7.700000,7.200000,245
2019/01/11 02:00:00+00,,17.100000,13.800000,24,21.300000,23.900000,21.500000,17.700000,7.400000,,8.400000,14.200000,9.100000,8.500000,246
2019/01/11 03:00:00+00,,18.800000,14.400000,14.600000,19.400000,15.200000,19.700000,14.100000,10.700000,,14.300000,23.400000,12.400000,14,247
2019/01/11 04:00:00+00,,24.200000,11.600000,14.800000,24,20.500000,13.500000,18.200000,11.100000,,11.800000,19.200000,15.600000,16.400000,248
2019/01/11 05:00:00+00,,25.100000,13.900000,11.900000,18,,17.900000,17,15.900000,,17,24.700000,14.400000,16.900000,249
2019/01/11 06:00:00+00,,26.900000,13.300000,14.800000,17.900000,18.600000,27.700000,16.800000,18.400000,,17.600000,27.700000,17.600000,16.600000,250
2019/01/11 07:00:00+00,,30.900000,13.400000,11.900000,19.800000,13.100000,31.600000,24.100000,19.500000,,15.900000,33,,11.400000,251
2019/01/11 08:00:00+00,,25,12.200000,11.500000,25.500000,13.700000,22.400000,15.100000,16.500000,,15,30.800000,,15.100000,252
2019/01/11 09:00:00+00,,27.500000,13.500000,17.100000,29,,24.100000,15.300000,14.200000,,,29.400000,17.100000,11,253
2019/01/11 10:00:00+00,,26.400000,10,17.300000,24.900000,13.300000,19.700000,,10.900000,,13.700000,22,15.600000,13.900000,254
2019/01/11 11:00:00+00,,20.600000,15.300000,16.600000,12.400000,13.100000,22.100000,12.200000,12.900000,,13.500000,27.500000,14.800000,14.200000,255
2019/01/11 12:00:00+00,,22.300000,14.900000,16.500000,15.900000,14.400000,28.500000,11.600000,14.200000,,18,28,19.700000,18.400000,256
2019/01/11 13:00:00+00,,15.100000,8.600000,4.500000,16.500000,,30.700000,,17.700000,,19.700000,28,26.400000,20.600000,257
2019/01/11 14:00:00+00,,18.200000,9.700000,6.700000,12,,30.300000,8.300000,,,19.700000,26.900000,28.400000,15.700000,258
2019/01/11 15:00:00+00,,19.100000,6.300000,10.500000,8.900000,,29,13.800000,11.200000,,17,21.300000,19.700000,8.200000,259
2019/01/11 16:00:00+00,,13.500000,12.100000,12.700000,9.200000,11.600000,31.600000,13.100000,10.800000,,16.700000,23.900000,17.900000,11.100000,260
2019/01/11 17:00:00+00,,25.200000,10.600000,13.100000,17.900000,14.800000,24.800000,13.800000,11.300000,,,22.900000,18.800000,12.400000,261
2019/01/11 18:00:00+00,,33.800000,14.300000,11.400000,14.400000,15.800000,21.900000,,14,,13.100000,35,18,12.500000,262
2019/01/11 19:00:00+00,,26.700000,15.600000,14,12.300000,13.400000,24.500000,13.600000,16.500000,,15.700000,23.700000,19.200000,17.400000,263
2019/01/11 20:00:00+00,,28.300000,7.800000,15.700000,13.800000,11.800000,24.800000,11.500000,9.300000,,15.100000,25,22.100000,12.200000,264
2019/01/11 21:00:00+00,,17.800000,9.100000,16.300000,16.600000,16.500000,29.700000,15.400000,16.300000,,14,17.600000,22.900000,12.400000,265
2019/01/11 22:00:00+00,,16.600000,15.200000,17.900000,13.900000,17.700000,21.900000,14.200000,12.500000,,19.300000,21.300000,23.200000,13.500000,266
2019/01/11 23:00:00+00,,16.200000,7.500000,14.500000,15.500000,13.400000,19,10.500000,14.500000,,15.800000,16.700000,20.500000,10,267
2019/01/12 00:00:00+00,,17,9.400000,15.200000,14,16.400000,21.300000,17.100000,13.500000,,10.800000,21.800000,18.500000,14.300000,268
2019/01/12 01:00:00+00,,24.900000,9,13.400000,11.400000,14,19.100000,10.500000,11.100000,,,18.200000,15.600000,10.200000,269
2019/01/12 02:00:00+00,,20.900000,7.300000,15.800000,12.900000,26.300000,15,,11,,,23,15.400000,9.600000,270
2019/01/12 03:00:00+00,,21,7.700000,15.900000,12.600000,22.600000,18,14.200000,7.700000,,,28.600000,15,10.300000,271
2019/01/12 04:00:00+00,,14.900000,14.600000,10.600000,21,23.900000,24.600000,16.500000,8.900000,,12.300000,26.800000,14.800000,11.300000,272
2019/01/12 05:00:00+00,,14.700000,9.700000,10.700000,23,17.200000,24.800000,14.100000,9.900000,,16.300000,26.200000,17.200000,16.800000,273
2019/01/12 06:00:00+00,,20.800000,15.600000,16.500000,24.100000,14.900000,27.400000,8.100000,15.800000,,20.200000,30.200000,22.600000,15.200000,274
2019/01/12 07:00:00+00,,14.900000,15.900000,10,20.300000,12,31.100000,11.100000,15.300000,,11.900000,27.200000,22.400000,17.100000,275
2019/01/12 08:00:00+00,,18.300000,12.300000,15.900000,21.400000,,21.400000,9.200000,13.900000,,12.300000,31.100000,17.400000,17.100000,276
2019/01/12 09:00:00+00,,21.400000,13.900000,14.900000,15.100000,10.900000,24.100000,8.900000,14.500000,,10.100000,21.600000,13.100000,11,277
2019/01/12 10:00:00+00,,20.300000,10.200000,13.800000,13.600000,6.800000,20.800000,6.500000,8.900000,,13.700000,26.400000,14.600000,14.200000,278
2019/01/12 11:00:00+00,,10.100000,6.100000,8.500000,13.100000,6,16.400000,3.500000,9.200000,,12.700000,18.400000,12.500000,11.200000,279
2019/01/12 12:00:00+00,,10.100000,4.300000,6.600000,13.600000,9.200000,14.300000,10.600000,7.800000,,8.100000,22.600000,12.600000,10.200000,280
2019/01/12 13:00:00+00,,12.600000,5.100000,7,8.400000,14.600000,14.100000,7,6.100000,,4.300000,19.400000,11.100000,5.200000,281
2019/01/12 14:00:00+00,,13,6,5.900000,12.100000,,12.900000,5.500000,7.600000,,5.100000,18.300000,9.500000,2.400000,282
2019/01/12 15:00:00+00,,9.300000,5.100000,7.800000,8.400000,,11.700000,5.700000,5.500000,,4.100000,20.600000,9.600000,7.800000,283
2019/01/12 16:00:00+00,,10.100000,3.100000,7.200000,10,7.100000,14.500000,8.500000,3.700000,,4.600000,15.300000,8.600000,6.400000,284
2019/01/12 17:00:00+00,,17.100000,3.200000,7.200000,10.600000,5.100000,14.200000,7.900000,4.400000,,5.900000,56.300000,9.400000,5.400000,285
2019/01/12 18:00:00+00,,10.800000,5.600000,6.200000,8.700000,8.700000,17,6.500000,2.600000,,,21.100000,9.300000,3.900000,286
2019/01/12 19:00:00+00,,13.600000,4.800000,8.600000,8.400000,,15.400000,5,4.300000,,7.500000,22.200000,,3.700000,287
2019/01/12 20:00:00+00,,10.300000,3.800000,5.200000,16.700000,4.600000,12.700000,5.900000,3.400000,,4.400000,14.100000,,5.600000,288
2019/01/12 21:00:00+00,,10.600000,2.500000,2.700000,5.100000,6.400000,10.200000,4.500000,2.700000,,,16.700000,,6,289
2019/01/12 22:00:00+00,,9.600000,3.400000,3.800000,7.100000,5,12.100000,4.100000,4.800000,,5.600000,15,,6.700000,290
2019/01/12 23:00:00+00,,8.100000,4.100000,4.300000,9.600000,3.600000,11.500000,,4,,5.100000,21.600000,12.300000,9.300000,291
2019/01/13 00:00:00+00,,9.800000,3.700000,4.500000,7.800000,5.600000,8.600000,,1.800000,,8.600000,11.800000,9.700000,6,292
2019/01/13 01:00:00+00,,7.400000,2.500000,4.400000,8.600000,6.700000,6.900000,4.900000,3.100000,,6.200000,12.700000,8.900000,2.500000,293
2019/01/13 02:00:00+00,,3.800000,1.700000,4.600000,8.300000,6.300000,9.100000,4.600000,5.300000,,6.100000,10.800000,8.400000,7.900000,294
